CustomerId,Recency,Frequency,MonetaryValue,R_quartile,F_quartile,M_quartile,RFM,Segment
13115.0,15,6,3199.92,1,4,4,144,Best
13117.0,1,12,1658.8999999999999,1,4,3,143,Loyal
13118.0,12,4,1217.6,1,3,3,133,Normal
13119.0,304,1,134.9,4,1,1,411,Normal
13123.0,108,2,506.75,3,2,2,322,Normal
13124.0,21,1,885.33,2,1,3,213,Normal
13125.0,159,1,148.62,4,1,1,411,Normal
13126.0,2,7,1898.6100000000001,1,4,4,144,Best
13128.0,267,1,263.5,4,1,1,411,Normal
13129.0,88,2,233.25,3,2,1,321,Normal
13131.0,54,4,2240.47,3,3,4,334,BigSpenders
13133.0,95,1,90.65,3,1,1,311,Normal
13134.0,38,2,681.65,2,2,2,222,Normal
13135.0,127,1,275.45,3,1,1,311,Normal
13136.0,11,8,3666.9500000000003,1,4,4,144,Best
13137.0,22,8,3983.65,2,4,4,244,Loyal
13138.0,8,2,504.85,1,2,2,122,Normal
13139.0,73,1,3138.04,3,1,4,314,BigSpenders
13140.0,2,3,790.71,1,3,3,133,Normal
13141.0,21,12,5267.33,2,4,4,244,Loyal
13143.0,220,1,405.1,4,1,2,412,Normal
13144.0,67,1,24.4,3,1,1,311,Normal
13145.0,8,4,805.0,1,3,3,133,Normal
13148.0,25,14,4814.56,2,4,4,244,Loyal
13150.0,120,3,449.96999999999997,3,3,2,332,Normal
13151.0,261,2,1207.34,4,2,3,423,Normal
13152.0,53,7,2146.38,2,4,4,244,Loyal
13154.0,35,3,1624.84,2,3,3,233,Normal
13155.0,4,3,778.42,1,3,3,133,Normal
13156.0,21,3,1586.54,2,3,3,233,Normal
13157.0,45,5,3946.14,2,3,4,234,BigSpenders
13158.0,24,1,307.12,2,1,1,211,Normal
13161.0,136,1,359.38,3,1,2,312,Normal
13162.0,16,12,7587.2,1,4,4,144,Best
13163.0,246,1,17.65,4,1,1,411,Normal
13164.0,205,2,372.2,4,2,2,422,Normal
13165.0,49,1,429.68,2,1,2,212,Normal
13166.0,50,1,458.73,2,1,2,212,Normal
13167.0,26,1,333.82,2,1,2,212,Normal
13168.0,178,1,541.14,4,1,2,412,Normal
13169.0,198,1,127.2,4,1,1,411,Normal
13172.0,36,1,69.6,2,1,1,211,Normal
13173.0,3,10,2212.11,1,4,4,144,Best
13174.0,5,10,6621.6,1,4,4,144,Best
13175.0,218,2,831.45,4,2,3,423,Normal
13177.0,66,1,229.75,3,1,1,311,Normal
13178.0,33,10,8333.72,2,4,4,244,Loyal
13179.0,254,1,572.3100000000001,4,1,2,412,Normal
13180.0,243,1,86.10000000000001,4,1,1,411,Normal
13181.0,17,1,359.69,1,1,2,112,Normal
13183.0,30,6,3078.4,2,4,4,244,Loyal
13187.0,260,3,105.34,4,3,1,431,Normal
13190.0,180,3,570.66,4,3,2,432,Normal
13191.0,294,1,164.69,4,1,1,411,Normal
13192.0,171,4,1646.6399999999999,4,3,3,433,Normal
13194.0,57,1,412.08,3,1,2,312,Normal
13195.0,50,1,136.73,2,1,1,211,Normal
13196.0,79,3,1271.06,3,3,3,333,Normal
13197.0,245,1,373.01000000000005,4,1,2,412,Normal
13198.0,23,2,1572.99,2,2,3,223,Normal
13199.0,2,30,6615.77,1,4,4,144,Best
13201.0,138,4,1233.06,4,3,3,433,Normal
13202.0,30,7,1580.3,2,4,3,243,Loyal
13203.0,22,6,1778.79,2,4,4,244,Loyal
13204.0,367,1,966.6600000000001,4,1,3,413,Normal
13205.0,79,1,2803.2,3,1,4,314,BigSpenders
13206.0,36,13,8308.19,2,4,4,244,Loyal
13207.0,87,2,285.6,3,2,1,321,Normal
13208.0,85,3,758.65,3,3,3,333,Normal
13209.0,150,5,2617.9,4,3,4,434,BigSpenders
13211.0,17,7,1523.35,1,4,3,143,Loyal
13213.0,19,6,2330.94,2,4,4,244,Loyal
13214.0,53,7,3264.23,2,4,4,244,Loyal
13215.0,38,1,81.6,2,1,1,211,Normal
13217.0,291,1,132.5,4,1,1,411,Normal
13219.0,254,1,76.23,4,1,1,411,Normal
13220.0,211,1,516.8,4,1,2,412,Normal
13222.0,213,1,88.5,4,1,1,411,Normal
13223.0,59,4,805.9200000000001,3,3,3,333,Normal
13225.0,57,9,9796.23,3,4,4,344,AlmostLost
13226.0,29,1,204.25,2,1,1,211,Normal
13230.0,1,17,3457.83,1,4,4,144,Best
13233.0,56,2,571.34,3,2,2,322,Normal
13234.0,308,2,346.5,4,2,2,422,Normal
13237.0,23,1,643.0,2,1,2,212,Normal
13238.0,66,2,305.9,3,2,1,321,Normal
13239.0,73,4,1265.1299999999999,3,3,3,333,Normal
13240.0,1,5,1036.21,1,3,3,133,Normal
13241.0,47,1,112.53,2,1,1,211,Normal
13242.0,87,4,429.0,3,3,2,332,Normal
13243.0,85,4,635.26,3,3,2,332,Normal
13245.0,68,1,558.72,3,1,2,312,Normal
13246.0,29,5,1390.23,2,3,3,233,Normal
13249.0,37,6,897.52,2,4,3,243,Loyal
13250.0,96,2,253.09,3,2,1,321,Normal
13251.0,38,1,252.68,2,1,1,211,Normal
13252.0,30,2,399.3,2,2,2,222,Normal
13253.0,66,2,1920.71,3,2,4,324,BigSpenders
13254.0,12,1,51.410000000000004,1,1,1,111,Normal
13255.0,9,2,504.95,1,2,2,122,Normal
13257.0,72,1,149.75,3,1,1,311,Normal
13258.0,15,2,336.59999999999997,1,2,2,122,Normal
13259.0,33,8,1119.36,2,4,3,243,Loyal
13262.0,25,2,373.16,2,2,2,222,Normal
13263.0,29,4,1239.27,2,3,3,233,Normal
13264.0,78,1,722.5600000000001,3,1,3,313,Normal
13266.0,49,7,2300.78,2,4,4,244,Loyal
13267.0,2,18,5236.77,1,4,4,144,Best
13269.0,5,14,3545.47,1,4,4,144,Best
13270.0,2,1,590.0,1,1,2,112,Normal
13274.0,45,1,360.85,2,1,2,212,Normal
13275.0,19,2,238.86,2,2,1,221,Normal
13276.0,33,3,1300.98,2,3,3,233,Normal
13277.0,16,3,264.9,1,3,1,131,Normal
13278.0,35,3,893.12,2,3,3,233,Normal
13280.0,15,4,1494.87,1,3,3,133,Normal
13281.0,75,1,350.85,3,1,2,312,Normal
13282.0,42,1,181.05,2,1,1,211,Normal
13283.0,203,2,279.7,4,2,1,421,Normal
13285.0,236,2,655.47,4,2,2,422,Normal
13286.0,236,1,734.91,4,1,3,413,Normal
13287.0,239,3,781.59,4,3,3,433,Normal
13288.0,79,5,927.61,3,3,3,333,Normal
13289.0,359,1,307.95,4,1,2,412,Normal
13290.0,74,1,208.63,3,1,1,311,Normal
13291.0,50,10,2909.68,2,4,4,244,Loyal
13292.0,51,3,415.57,2,3,2,232,Normal
13293.0,28,6,1192.94,2,4,3,243,Loyal
13294.0,282,1,815.79,4,1,3,413,Normal
13295.0,12,3,900.77,1,3,3,133,Normal
13296.0,59,5,705.11,3,3,3,333,Normal
13297.0,21,3,2278.77,2,3,4,234,BigSpenders
13299.0,59,2,1076.2,3,2,3,323,Normal
13300.0,24,2,913.62,2,2,3,223,Normal
13302.0,162,1,95.45,4,1,1,411,Normal
13303.0,36,1,61.72,2,1,1,211,Normal
13304.0,91,3,917.57,3,3,3,333,Normal
13305.0,8,7,1751.75,1,4,4,144,Best
13306.0,66,1,53.65,3,1,1,311,Normal
13307.0,123,2,258.34,3,2,1,321,Normal
13308.0,232,1,284.86,4,1,1,411,Normal
13309.0,28,1,249.58,2,1,1,211,Normal
13310.0,16,2,409.17,1,2,2,122,Normal
13312.0,87,1,124.75,3,1,1,311,Normal
13313.0,115,7,1890.0,3,4,4,344,AlmostLost
13315.0,325,1,310.26,4,1,2,412,Normal
13316.0,28,6,7207.89,2,4,4,244,Loyal
13317.0,21,13,4212.411,2,4,4,244,Loyal
13319.0,1,34,11236.95,1,4,4,144,Best
13320.0,70,2,679.4,3,2,2,322,Normal
13324.0,64,8,3391.52,3,4,4,344,AlmostLost
13326.0,68,1,281.76,3,1,1,311,Normal
13327.0,1,14,6251.71,1,4,4,144,Best
13329.0,2,7,4323.97,1,4,4,144,Best
13330.0,91,3,1655.17,3,3,3,333,Normal
13331.0,37,1,262.4,2,1,1,211,Normal
13333.0,47,3,1015.74,2,3,3,233,Normal
13334.0,172,2,2699.48,4,2,4,424,BigSpenders
13337.0,182,1,1575.26,4,1,3,413,Normal
13338.0,177,3,1958.6,4,3,4,434,BigSpenders
13340.0,53,5,11364.08,2,3,4,234,BigSpenders
13346.0,98,6,299.4,3,4,1,341,Loyal
13357.0,130,4,3196.11,3,3,4,334,BigSpenders
13359.0,39,1,603.75,2,1,2,212,Normal
13360.0,67,4,1553.65,3,3,3,333,Normal
13361.0,108,2,1450.5,3,2,3,323,Normal
13362.0,14,3,2303.33,1,3,4,134,BigSpenders
13363.0,45,1,731.36,2,1,3,213,Normal
13367.0,67,1,510.20000000000005,3,1,2,312,Normal
13368.0,50,2,498.1,2,2,2,222,Normal
13369.0,1,1,308.28000000000003,1,1,2,112,Normal
13370.0,7,1,754.87,1,1,3,113,Normal
13371.0,141,2,2297.66,4,2,4,424,BigSpenders
13373.0,51,3,4274.94,2,3,4,234,BigSpenders
13374.0,50,2,422.8,2,2,2,222,Normal
13375.0,80,1,1013.58,3,1,3,313,Normal
13377.0,32,2,1552.88,2,2,3,223,Normal
13380.0,68,1,62.4,3,1,1,311,Normal
13381.0,15,6,4585.06,1,4,4,144,Best
13382.0,64,4,1164.59,3,3,3,333,Normal
13383.0,179,1,305.28000000000003,4,1,1,411,Normal
13384.0,26,4,2528.9,2,3,4,234,BigSpenders
13386.0,50,2,835.46,2,2,3,223,Normal
13387.0,53,1,186.94,2,1,1,211,Normal
13388.0,239,1,508.55,4,1,2,412,Normal
13392.0,313,1,91.14,4,1,1,411,Normal
13393.0,219,4,1131.45,4,3,3,433,Normal
13394.0,15,11,4101.68,1,4,4,144,Best
13395.0,36,2,872.51,2,2,3,223,Normal
13397.0,73,5,1647.74,3,3,3,333,Normal
13398.0,84,1,213.0,3,1,1,311,Normal
13399.0,100,3,275.4,3,3,1,331,Normal
13400.0,218,1,310.83,4,1,2,412,Normal
13402.0,8,3,913.9000000000001,1,3,3,133,Normal
13403.0,23,2,154.5,2,2,1,221,Normal
13405.0,117,3,641.36,3,3,2,332,Normal
13406.0,63,2,568.92,3,2,2,322,Normal
13407.0,214,3,2244.7,4,3,4,434,BigSpenders
13408.0,7,46,23616.422,1,4,4,144,Best
13410.0,29,4,1198.9,2,3,3,233,Normal
13412.0,256,1,487.34999999999997,4,1,2,412,Normal
13413.0,275,6,429.44,4,4,2,442,Loyal
13414.0,99,3,1103.64,3,3,3,333,Normal
13415.0,108,4,784.17,3,3,3,333,Normal
13416.0,372,1,228.3,4,1,1,411,Normal
13417.0,183,4,1028.66,4,3,3,433,Normal
13418.0,8,15,6055.47,1,4,4,144,Best
13421.0,42,6,2225.04,2,4,4,244,Loyal
13423.0,64,1,217.03,3,1,1,311,Normal
13424.0,85,1,572.77,3,1,2,312,Normal
13425.0,144,2,1766.22,4,2,4,424,BigSpenders
13426.0,18,12,4526.06,1,4,4,144,Best
13427.0,113,3,423.93,3,3,2,332,Normal
13428.0,150,2,276.76,4,2,1,421,Normal
13431.0,42,6,2047.14,2,4,4,244,Loyal
13432.0,207,2,439.1,4,2,2,422,Normal
13433.0,137,4,658.3199999999999,4,3,2,432,Normal
13434.0,21,3,1132.6200000000001,2,3,3,233,Normal
13435.0,12,2,637.44,1,2,2,122,Normal
13438.0,183,1,46.5,4,1,1,411,Normal
13439.0,24,2,702.9,2,2,3,223,Normal
13440.0,59,7,1295.25,3,4,3,343,Loyal
13441.0,67,1,424.26,3,1,2,312,Normal
13442.0,303,3,419.87,4,3,2,432,Normal
13443.0,84,6,1273.16,3,4,3,343,Loyal
13444.0,10,2,619.08,1,2,2,122,Normal
13445.0,262,1,241.89999999999998,4,1,1,411,Normal
13446.0,66,11,3881.89,3,4,4,344,AlmostLost
13448.0,9,9,5655.2,1,4,4,144,Best
13450.0,10,7,2076.32,1,4,4,144,Best
13451.0,17,6,4191.8,1,4,4,144,Best
13452.0,108,1,139.8,3,1,1,311,Normal
13453.0,38,1,424.71,2,1,2,212,Normal
13454.0,277,1,219.87,4,1,1,411,Normal
13455.0,2,5,1847.59,1,3,4,134,BigSpenders
13457.0,324,2,148.22,4,2,1,421,Normal
13458.0,15,2,2312.7,1,2,4,124,BigSpenders
13459.0,260,2,1160.4099999999999,4,2,3,423,Normal
13461.0,43,3,2715.0,2,3,4,234,BigSpenders
13462.0,46,4,1002.35,2,3,3,233,Normal
13464.0,30,5,2422.96,2,3,4,234,BigSpenders
13465.0,82,2,931.12,3,2,3,323,Normal
13466.0,44,4,705.45,2,3,3,233,Normal
13468.0,4,38,7670.54,1,4,4,144,Best
13469.0,289,1,82.4,4,1,1,411,Normal
13472.0,99,2,592.24,3,2,2,322,Normal
13473.0,210,6,2235.12,4,4,4,444,LostBigSpenders
13474.0,79,2,419.75,3,2,2,322,Normal
13476.0,42,3,823.0,2,3,3,233,Normal
13477.0,91,5,1364.59,3,3,3,333,Normal
13478.0,105,5,2215.78,3,3,4,334,BigSpenders
13479.0,88,2,550.42,3,2,2,322,Normal
13480.0,52,2,627.82,2,2,2,222,Normal
13481.0,10,6,2026.28,1,4,4,144,Best
13482.0,263,1,151.45,4,1,1,411,Normal
13484.0,19,2,476.92,2,2,2,222,Normal
13485.0,12,10,2564.98,1,4,4,144,Best
13487.0,141,2,271.47,4,2,1,421,Normal
13488.0,3,11,6619.57,1,4,4,144,Best
13490.0,290,1,154.25,4,1,1,411,Normal
13491.0,8,18,3350.7400000000002,1,4,4,144,Best
13495.0,4,6,3329.39,1,4,4,144,Best
13497.0,4,5,972.28,1,3,3,133,Normal
13498.0,366,1,327.38,4,1,2,412,Normal
13500.0,37,1,299.53,2,1,1,211,Normal
13501.0,122,2,1544.79,3,2,3,323,Normal
13502.0,51,2,488.5,2,2,2,222,Normal
13503.0,115,5,1642.39,3,3,3,333,Normal
13506.0,5,4,1180.68,1,3,3,133,Normal
13508.0,278,1,176.07999999999998,4,1,1,411,Normal
13509.0,143,1,135.0,4,1,1,411,Normal
13510.0,11,7,2766.73,1,4,4,144,Best
13511.0,312,1,282.76,4,1,1,411,Normal
13512.0,23,3,462.18,2,3,2,232,Normal
13513.0,77,2,619.49,3,2,2,322,Normal
13514.0,64,3,663.7,3,3,2,332,Normal
13515.0,85,2,374.7,3,2,2,322,Normal
13516.0,53,1,295.85,2,1,1,211,Normal
13519.0,78,1,220.46,3,1,1,311,Normal
13520.0,7,6,3285.05,1,4,4,144,Best
13523.0,2,2,1136.64,1,2,3,123,Normal
13526.0,374,2,1182.0,4,2,3,423,Normal
13527.0,54,5,2298.93,3,3,4,334,BigSpenders
13530.0,270,1,402.97999999999996,4,1,2,412,Normal
13531.0,2,5,1254.72,1,3,3,133,Normal
13534.0,15,10,1850.82,1,4,4,144,Best
13535.0,38,1,89.5,2,1,1,211,Normal
13537.0,61,2,717.85,3,2,3,323,Normal
13538.0,32,5,1822.28,2,3,4,234,BigSpenders
13539.0,56,4,938.02,3,3,3,333,Normal
13540.0,103,3,632.39,3,3,2,332,Normal
13541.0,63,2,785.25,3,2,3,323,Normal
13542.0,12,17,3959.4900000000002,1,4,4,144,Best
13543.0,270,2,1439.6100000000001,4,2,3,423,Normal
13544.0,47,4,514.14,2,3,2,232,Normal
13545.0,26,2,364.93,2,2,2,222,Normal
13546.0,18,2,465.15,1,2,2,122,Normal
13547.0,44,1,167.08,2,1,1,211,Normal
13548.0,107,1,223.28,3,1,1,311,Normal
13549.0,23,1,87.6,2,1,1,211,Normal
13550.0,19,1,342.55,2,1,2,212,Normal
13551.0,302,1,152.39999999999998,4,1,1,411,Normal
13552.0,64,10,3208.85,3,4,4,344,AlmostLost
13553.0,310,1,499.6,4,1,2,412,Normal
13554.0,16,7,1629.35,1,4,3,143,Loyal
13555.0,14,9,4792.96,1,4,4,144,Best
13556.0,65,2,200.82,3,2,1,321,Normal
13557.0,51,11,2448.2,2,4,4,244,Loyal
13559.0,148,2,990.0,4,2,3,423,Normal
13561.0,33,10,1661.54,2,4,3,243,Loyal
13562.0,37,5,3038.85,2,3,4,234,BigSpenders
13564.0,4,35,15310.35,1,4,4,144,Best
13565.0,47,1,174.57999999999998,2,1,1,211,Normal
13566.0,70,3,831.76,3,3,3,333,Normal
13567.0,64,4,1079.29,3,3,3,333,Normal
13569.0,3,3,497.74,1,3,2,132,Normal
13571.0,18,14,2448.32,1,4,4,144,Best
13573.0,15,4,614.27,1,3,2,132,Normal
13574.0,47,1,404.45,2,1,2,212,Normal
13576.0,9,11,4834.400000000001,1,4,4,144,Best
13577.0,18,7,1801.68,1,4,4,144,Best
13578.0,45,1,147.66,2,1,1,211,Normal
13579.0,5,4,1072.0,1,3,3,133,Normal
13580.0,42,1,107.75,2,1,1,211,Normal
13581.0,50,1,162.53,2,1,1,211,Normal
13582.0,25,2,241.68,2,2,1,221,Normal
13583.0,315,1,664.001,4,1,2,412,Normal
13584.0,134,2,243.3,3,2,1,321,Normal
13585.0,166,3,684.54,4,3,2,432,Normal
13586.0,177,1,127.28,4,1,1,411,Normal
13587.0,85,3,961.1,3,3,3,333,Normal
13589.0,85,4,741.09,3,3,3,333,Normal
13590.0,11,12,4354.12,1,4,4,144,Best
13591.0,71,4,976.8100000000001,3,3,3,333,Normal
13593.0,23,9,3481.41,2,4,4,244,Loyal
13594.0,121,1,136.35000000000002,3,1,1,311,Normal
13595.0,152,3,784.48,4,3,3,433,Normal
13597.0,36,2,396.71,2,2,2,222,Normal
13598.0,131,4,601.92,3,3,2,332,Normal
13599.0,2,14,5013.96,1,4,4,144,Best
13600.0,270,1,298.9,4,1,1,411,Normal
13601.0,28,2,466.67,2,2,2,222,Normal
13602.0,17,3,596.28,1,3,2,132,Normal
13604.0,294,1,717.62,4,1,3,413,Normal
13605.0,23,2,522.67,2,2,2,222,Normal
13607.0,38,1,400.3,2,1,2,212,Normal
13608.0,176,1,232.05,4,1,1,411,Normal
13609.0,229,1,167.35,4,1,1,411,Normal
13610.0,23,7,1021.38,2,4,3,243,Loyal
13611.0,10,7,2143.53,1,4,4,144,Best
13612.0,268,1,818.29,4,1,3,413,Normal
13613.0,88,5,1039.8500000000001,3,3,3,333,Normal
13614.0,29,2,747.28,2,2,3,223,Normal
13615.0,35,7,5854.84,2,4,4,244,Loyal
13616.0,204,2,283.85,4,2,1,421,Normal
13617.0,44,5,734.57,2,3,3,233,Normal
13619.0,180,2,224.94,4,2,1,421,Normal
13620.0,164,1,112.34,4,1,1,411,Normal
13622.0,332,1,658.95,4,1,2,412,Normal
13623.0,16,5,1805.32,1,3,4,134,BigSpenders
13624.0,24,1,462.08,2,1,2,212,Normal
13625.0,232,1,301.26,4,1,1,411,Normal
13626.0,15,1,449.81,1,1,2,112,Normal
13627.0,124,2,607.43,3,2,2,322,Normal
13628.0,312,1,310.14,4,1,2,412,Normal
13629.0,49,8,5578.5,2,4,4,244,Loyal
13632.0,30,3,1526.88,2,3,3,233,Normal
13634.0,10,11,3486.41,1,4,4,144,Best
13635.0,78,3,1928.1299999999999,3,3,4,334,BigSpenders
13639.0,72,1,312.93,3,1,2,312,Normal
13640.0,247,1,405.0,4,1,2,412,Normal
13641.0,276,5,1016.47,4,3,3,433,Normal
13642.0,68,3,159.92,3,3,1,331,Normal
13643.0,18,7,1637.33,1,4,3,143,Loyal
13646.0,35,2,326.25,2,2,2,222,Normal
13647.0,130,4,1393.56,3,3,3,333,Normal
13648.0,36,8,1764.02,2,4,4,244,Loyal
13649.0,2,5,1304.88,1,3,3,133,Normal
13650.0,10,4,1451.66,1,3,3,133,Normal
13651.0,17,1,132.65,1,1,1,111,Normal
13652.0,4,3,1475.77,1,3,3,133,Normal
13653.0,123,1,152.2,3,1,1,311,Normal
13654.0,16,5,3600.67,1,3,4,134,BigSpenders
13655.0,10,4,1347.54,1,3,3,133,Normal
13656.0,135,2,699.2,3,2,2,322,Normal
13658.0,19,4,3386.33,2,3,4,234,BigSpenders
13659.0,52,10,3321.68,2,4,4,244,Loyal
13660.0,36,1,306.64,2,1,1,211,Normal
13661.0,239,1,325.24,4,1,2,412,Normal
13662.0,21,8,1352.35,2,4,3,243,Loyal
13663.0,16,4,1858.04,1,3,4,134,BigSpenders
13665.0,22,3,1711.6599999999999,2,3,3,233,Normal
13666.0,56,2,43.25,3,2,1,321,Normal
13668.0,19,14,6638.650000000001,2,4,4,244,Loyal
13669.0,43,1,195.0,2,1,1,211,Normal
13671.0,30,1,172.6,2,1,1,211,Normal
13672.0,366,1,233.53000000000003,4,1,1,411,Normal
13674.0,68,1,240.68,3,1,1,311,Normal
13676.0,175,2,243.9,4,2,1,421,Normal
13677.0,40,2,551.24,2,2,2,222,Normal
13679.0,129,3,281.26,3,3,1,331,Normal
13680.0,107,8,7700.55,3,4,4,344,AlmostLost
13683.0,93,1,258.6,3,1,1,311,Normal
13684.0,26,3,529.75,2,3,2,232,Normal
13686.0,16,2,337.04,1,2,2,122,Normal
13687.0,74,1,11880.84,3,1,4,314,BigSpenders
13688.0,271,1,375.5,4,1,2,412,Normal
13689.0,80,1,349.5,3,1,2,312,Normal
13691.0,32,1,212.78,2,1,1,211,Normal
13692.0,44,2,1626.08,2,2,3,223,Normal
13693.0,10,9,2011.82,1,4,4,144,Best
13694.0,9,94,131443.19,1,4,4,144,Best
13695.0,213,1,266.6,4,1,1,411,Normal
13696.0,57,3,2020.4,3,3,4,334,BigSpenders
13698.0,232,2,451.73,4,2,2,422,Normal
13699.0,186,1,455.57,4,1,2,412,Normal
13700.0,53,3,348.34,2,3,2,232,Normal
13701.0,82,1,161.0,3,1,1,311,Normal
13702.0,81,1,135.18,3,1,1,311,Normal
13703.0,51,1,326.06,2,1,2,212,Normal
13705.0,9,5,1323.47,1,3,3,133,Normal
13706.0,262,1,300.38,4,1,1,411,Normal
13707.0,65,3,2559.45,3,3,4,334,BigSpenders
13709.0,82,5,1263.7,3,3,3,333,Normal
13710.0,59,2,329.04,3,2,2,322,Normal
13711.0,42,7,1540.2,2,4,3,243,Loyal
13712.0,246,1,537.58,4,1,2,412,Normal
13713.0,44,3,740.76,2,3,3,233,Normal
13714.0,101,1,161.35,3,1,1,311,Normal
13715.0,8,13,7348.3,1,4,4,144,Best
13717.0,93,2,318.29,3,2,2,322,Normal
13719.0,29,6,1741.4,2,4,4,244,Loyal
13721.0,31,1,217.39999999999998,2,1,1,211,Normal
13722.0,56,7,3260.0,3,4,4,344,AlmostLost
13723.0,28,5,994.23,2,3,3,233,Normal
13724.0,273,1,213.01,4,1,1,411,Normal
13727.0,247,6,740.6700000000001,4,4,3,443,Loyal
13728.0,23,10,1839.03,2,4,4,244,Loyal
13729.0,71,3,724.73,3,3,3,333,Normal
13733.0,46,2,487.03000000000003,2,2,2,222,Normal
13734.0,144,4,6695.6900000000005,4,3,4,434,BigSpenders
13735.0,12,9,6879.2300000000005,1,4,4,144,Best
13736.0,61,5,2022.67,3,3,4,334,BigSpenders
13738.0,32,1,434.78000000000003,2,1,2,212,Normal
13739.0,163,1,75.3,4,1,1,411,Normal
13740.0,51,4,1232.02,2,3,3,233,Normal
13745.0,182,1,477.32,4,1,2,412,Normal
13746.0,49,1,176.69,2,1,1,211,Normal
13747.0,9,2,169.79999999999998,1,2,1,121,Normal
13748.0,9,5,1320.1,1,3,3,133,Normal
13750.0,16,6,1954.92,1,4,4,144,Best
13752.0,163,1,404.45000000000005,4,1,2,412,Normal
13753.0,234,3,1353.31,4,3,3,433,Normal
13754.0,73,1,164.45000000000002,3,1,1,311,Normal
13756.0,3,10,3999.2300000000005,1,4,4,144,Best
13757.0,310,1,195.55,4,1,1,411,Normal
13758.0,2,10,6226.43,1,4,4,144,Best
13760.0,40,3,1076.85,2,3,3,233,Normal
13761.0,138,4,881.52,4,3,3,433,Normal
13762.0,229,4,2165.76,4,3,4,434,BigSpenders
13763.0,53,2,3502.48,2,2,4,224,BigSpenders
13764.0,205,3,1400.2,4,3,3,433,Normal
13765.0,289,1,352.821,4,1,2,412,Normal
13766.0,131,1,190.35,3,1,1,311,Normal
13767.0,5,39,18320.170000000002,1,4,4,144,Best
13768.0,362,2,875.97,4,2,3,423,Normal
13769.0,3,11,3003.9100000000003,1,4,4,144,Best
13770.0,58,4,785.37,3,3,3,333,Normal
13771.0,169,5,3094.37,4,3,4,434,BigSpenders
13772.0,36,5,1977.39,2,3,4,234,BigSpenders
13773.0,32,2,301.54,2,2,1,221,Normal
13775.0,226,1,1049.66,4,1,3,413,Normal
13776.0,64,2,623.98,3,2,2,322,Normal
13777.0,2,37,30501.260000000002,1,4,4,144,Best
13778.0,127,3,945.79,3,3,3,333,Normal
13779.0,151,1,161.13,4,1,1,411,Normal
13780.0,43,1,372.06,2,1,2,212,Normal
13781.0,228,2,650.99,4,2,2,422,Normal
13782.0,89,7,877.22,3,4,3,343,Loyal
13783.0,123,4,1542.09,3,3,3,333,Normal
13784.0,70,3,447.44,3,3,2,332,Normal
13785.0,64,4,542.49,3,3,2,332,Normal
13786.0,3,6,3127.99,1,4,4,144,Best
13787.0,94,4,913.46,3,3,3,333,Normal
13788.0,141,1,3.75,4,1,1,411,Normal
13789.0,24,1,239.45999999999998,2,1,1,211,Normal
13792.0,58,1,188.4,3,1,1,311,Normal
13793.0,282,1,96.0,4,1,1,411,Normal
13794.0,182,1,126.03,4,1,1,411,Normal
13795.0,24,4,836.3,2,3,3,233,Normal
13796.0,135,1,289.7,3,1,1,311,Normal
13797.0,72,3,1179.45,3,3,3,333,Normal
13798.0,8,54,38683.02,1,4,4,144,Best
13799.0,80,7,2114.71,3,4,4,344,AlmostLost
13800.0,66,2,1121.24,3,2,3,323,Normal
13802.0,10,16,21659.69,1,4,4,144,Best
13803.0,67,2,1061.84,3,2,3,323,Normal
13804.0,71,2,572.73,3,2,2,322,Normal
13807.0,3,3,422.2,1,3,2,132,Normal
13809.0,30,2,524.65,2,2,2,222,Normal
13813.0,163,4,1398.61,4,3,3,433,Normal
13814.0,163,1,678.2,4,1,2,412,Normal
13815.0,42,4,3448.38,2,3,4,234,BigSpenders
13818.0,65,1,61.28,3,1,1,311,Normal
13819.0,305,3,1502.0,4,3,3,433,Normal
13820.0,54,3,652.75,3,3,2,332,Normal
13821.0,29,4,993.44,2,3,3,233,Normal
13823.0,16,5,2445.79,1,3,4,134,BigSpenders
13824.0,15,7,1615.82,1,4,3,143,Loyal
13825.0,257,2,255.59,4,2,1,421,Normal
13829.0,57,1,102.0,3,1,1,311,Normal
13830.0,217,1,156.85000000000002,4,1,1,411,Normal
13831.0,5,13,4795.09,1,4,4,144,Best
13832.0,58,1,557.6899999999999,3,1,2,312,Normal
13833.0,40,1,316.56,2,1,2,212,Normal
13834.0,212,2,324.19,4,2,2,422,Normal
13835.0,155,3,260.7,4,3,1,431,Normal
13836.0,35,2,620.37,2,2,2,222,Normal
13838.0,5,7,1245.91,1,4,3,143,Loyal
13839.0,122,1,139.95000000000002,3,1,1,311,Normal
13840.0,52,1,651.4,2,1,2,212,Normal
13842.0,2,10,2244.29,1,4,4,144,Best
13843.0,17,1,319.75,1,1,2,112,Normal
13846.0,35,1,442.73,2,1,2,212,Normal
13847.0,355,1,310.72,4,1,2,412,Normal
13848.0,2,6,2080.0,1,4,4,144,Best
13849.0,33,3,1931.35,2,3,4,234,BigSpenders
13851.0,15,5,1955.0,1,3,4,134,BigSpenders
13852.0,246,1,187.35000000000002,4,1,1,411,Normal
13854.0,1,15,4144.44,1,4,4,144,Best
13855.0,136,4,1310.3400000000001,3,3,3,333,Normal
13856.0,99,8,753.53,3,4,3,343,Loyal
13857.0,29,6,1001.01,2,4,3,243,Loyal
13859.0,165,1,314.7,4,1,2,412,Normal
